Region_ID,Time_Period,Renewable_Capacity_Added_MW,Total_Energy_Demand_MWh,Coal_Power_Generation_MWh,Carbon_Emission_tCO2,Transmission_Capacity_MW,Transmission_Completion_Rate,PSA_Signed,DISCOM_Debt_USD,AT_C_Loss_Percent,Land_Acquisition_Delay_Months,Renewable_Subsidy_USD,Coal_Subsidy_USD,Energy_Storage_Capacity_MW,Economic_Growth_Rate,Project_ID,Project_Completion_Status
IN-UP,2020-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.64,PJT_0467,Delayed
IN-HP,2022-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,-4.56,PJT_0468,Completed
IN-TN,2021-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.26,PJT_0469,Completed
IN-RJ,2023-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.38,PJT_0470,Not Started
IN-AN,2022-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.45,PJT_0471,Completed
IN-NL,2024-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.57,PJT_0472,In Progress
IN-LD,2021-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.17,PJT_0473,Completed
IN-TS,2020-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.12,PJT_0474,Not Started
IN-TS,2020-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.64,PJT_0475,Completed
IN-CH,2021-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.78,PJT_0476,Delayed
IN-RJ,2024-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.99,PJT_0477,Completed
IN-LA,2023-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.7,PJT_0478,Not Started
IN-JH,2024-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.19,PJT_0479,Completed
IN-GA,2020-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.76,PJT_0480,In Progress
IN-LA,2021-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.45,PJT_0481,Completed
IN-GJ,2020-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.64,PJT_0482,Delayed
IN-WB,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.82,PJT_0483,Completed
IN-TR,2024-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.25,PJT_0484,Not Started
IN-OR,2021-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.81,PJT_0485,In Progress
IN-AP,2021-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.74,PJT_0486,Delayed
IN-AP,2020-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.12,PJT_0487,In Progress
IN-PY,2021-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.34,PJT_0488,Delayed
IN-KA,2024-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.18,PJT_0489,Delayed
IN-UT,2021-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.46,PJT_0490,Not Started
IN-HR,2024-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.08,PJT_0491,Completed
IN-GJ,2020-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,12.31,PJT_0492,Delayed
IN-CT,2020-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,6.86,PJT_0493,In Progress
IN-AS,2021-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.66,PJT_0494,Not Started
IN-GA,2021-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,-4.62,PJT_0495,Completed
IN-OR,2020-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.45,PJT_0496,Completed
IN-ML,2022-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.82,PJT_0497,In Progress
IN-LD,2023-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,6.57,PJT_0498,In Progress
IN-MH,2022-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,1.08,PJT_0499,In Progress
IN-MZ,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.91,PJT_0500,Completed
IN-DL,2024-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.22,PJT_0501,Delayed
IN-DN,2023-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.17,PJT_0502,Completed
IN-GJ,2020-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.36,PJT_0503,Completed
IN-MZ,2023-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.92,PJT_0504,In Progress
IN-AS,2021-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.23,PJT_0505,In Progress
IN-AS,2024-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,5.72,PJT_0506,In Progress
IN-BR,2023-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.26,PJT_0507,In Progress
IN-CH,2020-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.16,PJT_0508,Delayed
IN-TR,2024-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.51,PJT_0509,Delayed
IN-DL,2023-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.6,PJT_0510,Completed
IN-AN,2021-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.77,PJT_0511,Not Started
IN-CT,2023-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.61,PJT_0512,Completed
IN-MP,2020-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,-4.89,PJT_0513,Completed
IN-CT,2021-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.95,PJT_0514,In Progress
IN-HP,2020-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.73,PJT_0515,Completed
IN-JK,2023-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.39,PJT_0516,In Progress
IN-MN,2020-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.33,PJT_0517,Completed
IN-MP,2020-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.77,PJT_0518,Delayed
IN-GA,2023-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.9,PJT_0519,Not Started
IN-JH,2020-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.75,PJT_0520,Completed
IN-HR,2023-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.87,PJT_0521,Completed
IN-WB,2023-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,5.76,PJT_0522,Not Started
IN-MZ,2022-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,12.37,PJT_0523,In Progress
IN-AP,2024-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.31,PJT_0524,Delayed
IN-PY,2020-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.97,PJT_0525,Completed
IN-GA,2021-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.12,PJT_0526,In Progress
IN-NL,2020-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.48,PJT_0527,Completed
IN-KL,2024-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,-4.84,PJT_0528,Completed
IN-JK,2022-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.89,PJT_0529,Completed
IN-JH,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.14,PJT_0530,Delayed
IN-OR,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,-4.02,PJT_0531,Delayed
IN-MP,2023-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,2.05,PJT_0532,In Progress
IN-SK,2021-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.34,PJT_0533,In Progress
IN-RJ,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.81,PJT_0534,Completed
IN-CH,2024-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.77,PJT_0535,In Progress
IN-JH,2020-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,0.08,PJT_0536,Completed
IN-GA,2022-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.8,PJT_0537,Completed
IN-LD,2021-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.33,PJT_0538,In Progress
IN-LA,2024-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,10.71,PJT_0539,Completed
IN-AP,2022-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.13,PJT_0540,Completed
IN-TN,2020-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.68,PJT_0541,In Progress
IN-TS,2023-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.24,PJT_0542,In Progress
IN-DN,2023-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.6,PJT_0543,In Progress
IN-DL,2023-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-2.75,PJT_0544,Completed
IN-MH,2023-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.08,PJT_0545,In Progress
IN-RJ,2020-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.12,PJT_0546,Completed
IN-GA,2021-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.54,PJT_0547,Completed
IN-MP,2021-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.7,PJT_0548,Not Started
IN-KA,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.78,PJT_0549,In Progress
IN-UT,2020-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.44,PJT_0550,Completed
IN-SK,2024-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.75,PJT_0551,In Progress
IN-TR,2020-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.44,PJT_0552,Completed
IN-PY,2021-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.14,PJT_0553,In Progress
IN-AR,2020-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.42,PJT_0554,Completed
IN-GA,2022-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.85,PJT_0555,In Progress
IN-NL,2023-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.55,PJT_0556,Completed
IN-LD,2021-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.81,PJT_0557,In Progress
IN-LD,2024-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.08,PJT_0558,Completed
IN-TN,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.17,PJT_0559,Completed
IN-GJ,2024-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.58,PJT_0560,Not Started
IN-MH,2023-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.78,PJT_0561,Completed
IN-RJ,2023-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,4.99,PJT_0562,Completed
IN-JK,2022-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,8.99,PJT_0563,Completed
IN-TR,2023-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.6,PJT_0564,In Progress
IN-GJ,2021-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.71,PJT_0565,In Progress
IN-MP,2024-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.26,PJT_0566,In Progress
IN-AR,2022-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,10.59,PJT_0567,Not Started
IN-MH,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.39,PJT_0568,Completed
IN-OR,2024-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,-4.14,PJT_0569,Completed
IN-LD,2023-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,4.87,PJT_0570,Delayed
IN-GA,2022-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.85,PJT_0571,In Progress
IN-BR,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.08,PJT_0572,In Progress
IN-NL,2020-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.53,PJT_0573,Not Started
IN-LD,2024-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.47,PJT_0574,In Progress
IN-BR,2023-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.02,PJT_0575,Delayed
IN-KA,2024-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.07,PJT_0576,In Progress
IN-AS,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.37,PJT_0577,In Progress
IN-MH,2021-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.27,PJT_0578,Completed
IN-DN,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,8.49,PJT_0579,Delayed
IN-GA,2022-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,5.81,PJT_0580,In Progress
IN-UP,2022-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,2.77,PJT_0581,Not Started
IN-LA,2020-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.1,PJT_0582,Completed
IN-ML,2021-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.5,PJT_0583,Completed
IN-MZ,2020-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.28,PJT_0584,Completed
IN-AN,2024-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,13.52,PJT_0585,Completed
IN-OR,2023-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.65,PJT_0586,Delayed
IN-AN,2023-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.7,PJT_0587,Completed
IN-AS,2023-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.64,PJT_0588,Completed
IN-JK,2022-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,0.13,PJT_0589,Delayed
IN-CT,2022-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.87,PJT_0590,Delayed
IN-GJ,2023-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.52,PJT_0591,Completed
IN-MN,2021-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,8.89,PJT_0592,In Progress
IN-DN,2022-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.71,PJT_0593,Delayed
IN-UP,2021-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.62,PJT_0594,Completed
IN-AN,2021-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.89,PJT_0595,In Progress
IN-MN,2021-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.78,PJT_0596,Delayed
IN-PB,2021-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.62,PJT_0597,Not Started
IN-BR,2023-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.24,PJT_0598,Delayed
IN-DN,2021-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.56,PJT_0599,Completed
IN-AN,2021-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.73,PJT_0600,In Progress
IN-DN,2022-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.47,PJT_0601,In Progress
IN-BR,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.42,PJT_0602,Completed
IN-HP,2023-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.54,PJT_0603,Completed
IN-HR,2021-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.2,PJT_0604,Completed
IN-BR,2022-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,-4.25,PJT_0605,Completed
IN-PB,2021-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.82,PJT_0606,Completed
IN-PY,2022-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,1.79,PJT_0607,Not Started
IN-WB,2021-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,1.95,PJT_0608,Delayed
IN-TS,2023-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,8.05,PJT_0609,Completed
IN-ML,2020-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,13.36,PJT_0610,Delayed
IN-LA,2020-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.11,PJT_0611,Not Started
IN-DN,2021-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,2.93,PJT_0612,In Progress
IN-LA,2022-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.15,PJT_0613,Not Started
IN-TR,2022-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.23,PJT_0614,Completed
IN-HP,2023-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.81,PJT_0615,In Progress
IN-HR,2022-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,-2.03,PJT_0616,Completed
IN-PB,2024-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.07,PJT_0617,Delayed
IN-ML,2022-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.49,PJT_0618,Completed
IN-SK,2021-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.75,PJT_0619,Delayed
IN-KL,2023-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,-4.32,PJT_0620,Delayed
IN-MH,2020-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.87,PJT_0621,Delayed
IN-TS,2023-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,8.55,PJT_0622,In Progress
IN-ML,2022-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.34,PJT_0623,In Progress
IN-AP,2022-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,8.82,PJT_0624,Not Started
IN-MZ,2020-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.03,PJT_0625,Completed
IN-AS,2022-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,6.55,PJT_0626,Completed
IN-WB,2022-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,5.11,PJT_0627,Completed
IN-GJ,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-2.92,PJT_0628,Completed
IN-BR,2024-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.44,PJT_0629,In Progress
IN-AN,2022-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.31,PJT_0630,Completed
IN-AS,2023-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,2.07,PJT_0631,In Progress
IN-CH,2020-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.79,PJT_0632,Completed
IN-MP,2023-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.39,PJT_0633,Not Started
IN-RJ,2020-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.9,PJT_0634,In Progress
IN-KA,2020-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,13.34,PJT_0635,Completed
IN-MH,2021-02,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.23,PJT_0636,In Progress
IN-GA,2022-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.71,PJT_0637,In Progress
IN-ML,2021-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,12.46,PJT_0638,Not Started
IN-PY,2022-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,14.11,PJT_0639,Completed
IN-OR,2024-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,7.86,PJT_0640,Completed
IN-LD,2023-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,-2.27,PJT_0641,Completed
IN-HR,2022-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.97,PJT_0642,Delayed
IN-MZ,2024-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.66,PJT_0643,Completed
IN-JH,2023-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,10.35,PJT_0644,Completed
IN-DL,2020-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.48,PJT_0645,Completed
IN-MZ,2020-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,13.01,PJT_0646,In Progress
IN-SK,2021-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.53,PJT_0647,Completed
IN-KA,2023-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.15,PJT_0648,Delayed
IN-HR,2022-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,2.9,PJT_0649,Delayed
IN-ML,2020-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,-4.79,PJT_0650,Completed
IN-TN,2024-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,13.68,PJT_0651,Delayed
IN-JK,2021-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.42,PJT_0652,In Progress
IN-TR,2020-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.1,PJT_0653,Completed
IN-BR,2024-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.92,PJT_0654,In Progress
IN-SK,2022-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.9,PJT_0655,In Progress
IN-HP,2021-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,4.67,PJT_0656,In Progress
IN-CT,2023-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.12,PJT_0657,Not Started
IN-TN,2021-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,0.91,PJT_0658,Not Started
IN-OR,2023-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.63,PJT_0659,In Progress
IN-AP,2024-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.68,PJT_0660,Completed
IN-UT,2021-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,3.08,PJT_0661,Completed
IN-MH,2024-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,2.15,PJT_0662,Completed
IN-ML,2023-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,6.55,PJT_0663,Completed
IN-LA,2020-09,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.19,PJT_0664,Completed
IN-TR,2023-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.64,PJT_0665,Completed
IN-UP,2021-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,2.49,PJT_0666,Completed
IN-UP,2021-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,-4.7,PJT_0667,Delayed
IN-CH,2021-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.91,PJT_0668,In Progress
IN-CT,2023-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,-2.19,PJT_0669,In Progress
IN-KL,2023-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.02,PJT_0670,In Progress
IN-GJ,2023-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,3.73,PJT_0671,In Progress
IN-SK,2022-04,0.0,0,0,0,0,,1,0,,,0,0,0.0,-1.95,PJT_0672,Delayed
IN-AS,2021-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.79,PJT_0673,Completed
IN-PY,2023-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.61,PJT_0674,In Progress
IN-TN,2024-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.69,PJT_0675,In Progress
IN-OR,2020-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.95,PJT_0676,Completed
IN-GA,2021-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-3.74,PJT_0677,Completed
IN-LD,2022-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.97,PJT_0678,In Progress
IN-MH,2021-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,11.3,PJT_0679,Completed
IN-KA,2024-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.29,PJT_0680,Not Started
IN-ML,2024-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,1.78,PJT_0681,Completed
IN-KL,2021-10,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.22,PJT_0682,In Progress
IN-MH,2023-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.14,PJT_0683,In Progress
IN-JK,2020-08,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.55,PJT_0684,Delayed
IN-MN,2023-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.86,PJT_0685,Completed
IN-SK,2022-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,-0.47,PJT_0686,Not Started
IN-HR,2024-07,0.0,0,0,0,0,,1,0,,,0,0,0.0,1.95,PJT_0687,In Progress
IN-AN,2024-04,0.0,0,0,0,0,,0,0,,,0,0,0.0,5.95,PJT_0688,In Progress
IN-HR,2022-11,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.76,PJT_0689,Not Started
IN-KL,2024-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,3.35,PJT_0690,Delayed
IN-DL,2023-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,3.09,PJT_0691,Delayed
IN-JH,2021-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,12.67,PJT_0692,Delayed
IN-ML,2020-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,9.71,PJT_0693,Not Started
IN-OR,2024-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.15,PJT_0694,In Progress
IN-OR,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.67,PJT_0695,Not Started
IN-GA,2023-02,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.72,PJT_0696,Completed
IN-AR,2021-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.17,PJT_0697,In Progress
IN-AR,2021-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,12.52,PJT_0698,Delayed
IN-GJ,2024-12,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.9,PJT_0699,Completed
IN-JH,2023-05,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.55,PJT_0700,In Progress
IN-AP,2020-06,0.0,0,0,0,0,,1,0,,,0,0,0.0,14.56,PJT_0701,Completed
IN-DN,2023-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.33,PJT_0702,Completed
IN-TS,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,2.12,PJT_0703,Completed
IN-HR,2021-01,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.14,PJT_0704,Completed
IN-ML,2021-07,0.0,0,0,0,0,,0,0,,,0,0,0.0,-0.62,PJT_0705,Completed
IN-HR,2024-01,0.0,0,0,0,0,,0,0,,,0,0,0.0,10.59,PJT_0706,In Progress
IN-PB,2024-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,2.04,PJT_0707,Delayed
IN-GJ,2022-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,5.75,PJT_0708,Completed
IN-LA,2023-03,0.0,0,0,0,0,,0,0,,,0,0,0.0,-1.96,PJT_0709,In Progress
IN-NL,2023-09,0.0,0,0,0,0,,0,0,,,0,0,0.0,9.46,PJT_0710,Delayed
IN-CH,2020-03,0.0,0,0,0,0,,1,0,,,0,0,0.0,3.41,PJT_0711,In Progress
IN-PY,2021-08,0.0,0,0,0,0,,0,0,,,0,0,0.0,-2.73,PJT_0712,Delayed
IN-MZ,2020-05,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.79,PJT_0713,Completed
IN-TR,2024-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,10.8,PJT_0714,Delayed
IN-CT,2022-12,0.0,0,0,0,0,,1,0,,,0,0,0.0,2.46,PJT_0715,In Progress
IN-KA,2021-02,0.0,0,0,0,0,,1,0,,,0,0,0.0,11.88,PJT_0716,In Progress
IN-OR,2024-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,7.35,PJT_0717,Completed
IN-ML,2020-02,0.0,0,0,0,0,,0,0,,,0,0,0.0,-3.19,PJT_0718,Delayed
IN-LA,2022-11,0.0,0,0,0,0,,1,0,,,0,0,0.0,0.7,PJT_0719,Completed
IN-JH,2020-10,0.0,0,0,0,0,,1,0,,,0,0,0.0,6.84,PJT_0720,Completed
IN-CH,2023-06,0.0,0,0,0,0,,0,0,,,0,0,0.0,4.06,PJT_0721,Not Started
